year,round,region_number,region_name,seed,team,score,seed_2,team_2,score_2
2008,4,2,Midwest,1,Kansas,59,10,Davidson,57
2008,4,3,South,1,Memphis,85,2,Texas,67
2008,4,4,West,1,UCLA,76,3,Xavier,57
2008,5,1,Final Four,1,North Carolina,66,1,Kansas,84
2008,5,2,Final Four,1,Memphis,78,1,UCLA,63
2008,6,1,Championship,1,Kansas,75,1,Memphis,68
2009,1,1,Midwest,1,Louisville,74,16,Morehead St,54
2009,1,1,Midwest,2,Michigan St,77,15,Robert Morris,62
2009,1,1,Midwest,3,Kansas,84,14,North Dakota St,74
2009,1,1,Midwest,4,Wake Forest,69,13,Cleveland St,84
2009,1,1,Midwest,5,Utah,71,12,Arizona,84
2009,1,1,Midwest,6,West Virginia,60,11,Dayton,68
2009,1,1,Midwest,7,Boston College,55,10,USC,72
2009,1,1,Midwest,8,Ohio St,72,9,Siena,74
2009,1,2,West,1,Connecticut,103,16,Chattanooga,47
2009,1,2,West,2,Memphis,81,15,Cal St Northridge,70
2009,1,2,West,3,Missouri,78,14,Cornell,59
2009,1,2,West,4,Washington,71,13,Mississippi St,58
2009,1,2,West,5,Purdue,61,12,Northern Iowa,56
2009,1,2,West,6,Marquette,58,11,Utah St,57
2009,1,2,West,7,California,71,10,Maryland,84
2009,1,2,West,8,BYU,66,9,Texas A&M,79
2009,1,3,East,1,Pittsburgh,72,16,East Tennessee St,62
2009,1,3,East,2,Duke,85,15,Binghamton,62
2009,1,3,East,3,Villanova,80,14,American,67
2009,1,3,East,4,Xavier,77,13,Portland St,59
2009,1,3,East,5,Florida St,59,12,Wisconsin,61
2009,1,3,East,6,UCLA,65,11,VCU,64
2009,1,3,East,7,Texas,76,10,Minnesota,62
2009,1,3,East,8,Oklahoma St,77,9,Tennessee,75
2009,1,4,South,1,North Carolina,101,16,Radford,58
2009,1,4,South,2,Oklahoma,82,15,Morgan St,54
2009,1,4,South,3,Syracuse,59,14,Stephen F Austin,44
2009,1,4,South,4,Gonzaga,77,13,Akron,64
2009,1,4,South,5,Illinois,72,12,Western Kentucky,76
2009,1,4,South,6,Arizona St,66,11,Temple,57
2009,1,4,South,7,Clemson,59,10,Michigan,62
2009,1,4,South,8,LSU,75,9,Butler,71
2009,2,1,Midwest,1,Louisville,79,9,Siena,72
2009,2,1,Midwest,2,Michigan St,74,10,USC,69
2009,2,1,Midwest,3,Kansas,60,11,Dayton,43
2009,2,1,Midwest,13,Cleveland St,57,12,Arizona,71
2009,2,2,West,1,Connecticut,92,9,Texas A&M,66
2009,2,2,West,2,Memphis,89,10,Maryland,70
2009,2,2,West,3,Missouri,83,6,Marquette,79
2009,2,2,West,4,Washington,74,5,Purdue,76
2009,2,3,East,1,Pittsburgh,84,8,Oklahoma St,76
2009,2,3,East,2,Duke,74,7,Texas,69
2009,2,3,East,3,Villanova,89,6,UCLA,69
2009,2,3,East,4,Xavier,60,12,Wisconsin,49
2009,2,4,South,1,North Carolina,84,8,LSU,70
2009,2,4,South,2,Oklahoma,73,10,Michigan,63
2009,2,4,South,3,Syracuse,78,6,Arizona St,67
2009,2,4,South,4,Gonzaga,83,12,Western Kentucky,81
2009,3,1,Midwest,1,Louisville,103,12,Arizona,64
2009,3,1,Midwest,2,Michigan St,67,3,Kansas,62
2009,3,2,West,1,Connecticut,72,5,Purdue,60
2009,3,2,West,2,Memphis,91,3,Missouri,102
2009,3,3,East,1,Pittsburgh,60,4,Xavier,55
2009,3,3,East,2,Duke,54,3,Villanova,77
2009,3,4,South,1,North Carolina,98,4,Gonzaga,77
2009,3,4,South,2,Oklahoma,84,3,Syracuse,71
2009,4,1,Midwest,1,Louisville,52,2,Michigan St,64
2009,4,2,West,1,Connecticut,82,3,Missouri,75
2009,4,3,East,1,Pittsburgh,76,3,Villanova,78
2009,4,4,South,1,North Carolina,72,2,Oklahoma,60
2009,5,1,Final Four,2,Michigan St,82,1,Connecticut,73
2009,5,2,Final Four,3,Villanova,69,1,North Carolina,83
2009,6,1,Championship,2,Michigan St,72,1,North Carolina,89
2010,1,1,Midwest,1,Kansas,90,16,Lehigh,74
2010,1,1,Midwest,2,Ohio St,68,15,Santa Barbara,51
2010,1,1,Midwest,3,Georgetown,83,14,Ohio,97
2010,1,1,Midwest,4,Maryland,89,13,Houston,77
2010,1,1,Midwest,5,Michigan St,70,12,New Mexico St,67
2010,1,1,Midwest,6,Tennessee,62,11,San Diego St,59
2010,1,1,Midwest,7,Oklahoma St,59,10,Georgia Tech,64
2010,1,1,Midwest,8,UNLV,66,9,Northern Iowa,69
2010,1,2,West,1,Syracuse,79,16,Vermont,56
2010,1,2,West,2,Kansas St,82,15,North Texas,62
2010,1,2,West,3,Pittsburgh,89,14,Oakland,66
2010,1,2,West,4,Vanderbilt,65,13,Murray St,66
2010,1,2,West,5,Butler,77,12,UTEP,59
2010,1,2,West,6,Xavier,65,11,Minnesota,54
2010,1,2,West,7,BYU,99,10,Florida,92
2010,1,2,West,8,Gonzaga,67,9,Florida St,60
2010,1,3,East,1,Kentucky,100,16,East Tennessee St,71
2010,1,3,East,2,West Virginia,77,15,Morgan St,50
2010,1,3,East,3,New Mexico,62,14,Montana,57
2010,1,3,East,4,Wisconsin,53,13,Wofford,49
2010,1,3,East,5,Temple,65,12,Cornell,78
2010,1,3,East,6,Marquette,78,11,Washington,80
2010,1,3,East,7,Clemson,78,10,Missouri,86
2010,1,3,East,8,Texas,80,9,Wake Forest,81
2010,1,4,South,1,Duke,73,16,Arkansas Pine Bluff,44
2010,1,4,South,2,Villanova,73,15,Robert Morris,70
2010,1,4,South,3,Baylor,68,14,Sam Houston St,59
2010,1,4,South,4,Purdue,72,13,Siena,64
2010,1,4,South,5,Texas A&M,69,12,Utah St,53
2010,1,4,South,6,Notre Dame,50,11,Old Dominion,51
2010,1,4,South,7,Richmond,71,10,St Marys,80
2010,1,4,South,8,California,77,9,Louisville,62
2010,2,1,Midwest,1,Kansas,67,9,Northern Iowa,69
2010,2,1,Midwest,2,Ohio St,75,10,Georgia Tech,66
2010,2,1,Midwest,14,Ohio,68,6,Tennessee,83
2010,2,1,Midwest,4,Maryland,83,5,Michigan St,85
2010,2,2,West,1,Syracuse,87,8,Gonzaga,65
2010,2,2,West,2,Kansas St,84,7,BYU,72
2010,2,2,West,3,Pittsburgh,68,6,Xavier,71
2010,2,2,West,13,Murray St,52,5,Butler,54
2010,2,3,East,1,Kentucky,90,9,Wake Forest,60
2010,2,3,East,2,West Virginia,68,10,Missouri,59
2010,2,3,East,3,New Mexico,64,11,Washington,82
2010,2,3,East,4,Wisconsin,69,12,Cornell,87
2010,2,4,South,1,Duke,68,8,California,53
2010,2,4,South,2,Villanova,68,10,St Marys,75
2010,2,4,South,3,Baylor,76,11,Old Dominion,68
2010,2,4,South,4,Purdue,63,5,Texas A&M,61
2010,3,1,Midwest,9,Northern Iowa,52,5,Michigan St,59
2010,3,1,Midwest,2,Ohio St,73,6,Tennessee,76
2010,3,2,West,1,Syracuse,59,5,Butler,63
2010,3,2,West,2,Kansas St,101,6,Xavier,96
2010,3,3,East,1,Kentucky,62,12,Cornell,45
2010,3,3,East,2,West Virginia,69,11,Washington,56
2010,3,4,South,1,Duke,70,4,Purdue,57
2010,3,4,South,10,St Marys,49,3,Baylor,72
2010,4,1,Midwest,5,Michigan St,70,6,Tennessee,69
2010,4,2,West,5,Butler,63,2,Kansas St,56
2010,4,3,East,1,Kentucky,66,2,West Virginia,73
2010,4,4,South,1,Duke,78,3,Baylor,71
2010,5,1,Final Four,5,Michigan St,50,5,Butler,52
2010,5,2,Final Four,2,West Virginia,57,1,Duke,78
2010,6,1,Championship,5,Butler,59,1,Duke,61
2011,1,1,East,1,Ohio St,75,16,Texas San Antonio,46
2011,1,1,East,2,North Carolina,102,15,Long Island Brooklyn,87
2011,1,1,East,3,Syracuse,77,14,Indiana St,60
2011,1,1,East,4,Kentucky,59,13,Princeton,57
2011,1,1,East,5,West Virginia,84,12,Clemson,78
2011,1,1,East,6,Xavier,55,11,Marquette,66
2011,1,1,East,7,Washington,68,10,Georgia,65
2011,1,1,East,8,George Mason,61,9,Villanova,57
2011,1,2,West,1,Duke,87,16,Hampton,45
2011,1,2,West,2,San Diego St,68,15,Northern Colorado,50
2011,1,2,West,3,Connecticut,81,14,Bucknell,52
2011,1,2,West,4,Texas,85,13,Oakland,81
2011,1,2,West,5,Arizona,77,12,Memphis,75
2011,1,2,West,6,Cincinnati,78,11,Missouri,63
2011,1,2,West,7,Temple,66,10,Penn St,64
2011,1,2,West,8,Michigan,75,9,Tennessee,45
2011,1,3,Southwest,1,Kansas,72,16,Boston University,53
2011,1,3,Southwest,2,Notre Dame,69,15,Akron,56
2011,1,3,Southwest,3,Purdue,65,14,St Peters,43
2011,1,3,Southwest,4,Louisville,61,13,Morehead St,62
2011,1,3,Southwest,5,Vanderbilt,66,12,Richmond,69
2011,1,3,Southwest,6,Georgetown,56,11,VCU,74
2011,1,3,Southwest,7,Texas A&M,50,10,Florida St,57
2011,1,3,Southwest,8,UNLV,62,9,Illinois,73
2011,1,4,Southeast,1,Pittsburgh,74,16,UNC Asheville,51
2011,1,4,Southeast,2,Florida,79,15,Santa Barbara,51
2011,1,4,Southeast,3,BYU,74,14,Wofford,66
2011,1,4,Southeast,4,Wisconsin,72,13,Belmont,58
2011,1,4,Southeast,5,Kansas St,73,12,Utah St,68
2011,1,4,Southeast,6,St Johns,71,11,Gonzaga,86
2011,1,4,Southeast,7,UCLA,78,10,Michigan St,76
2011,1,4,Southeast,8,Butler,60,9,Old Dominion,58
2011,2,1,East,1,Ohio St,98,8,George Mason,66
2011,2,1,East,2,North Carolina,86,7,Washington,83
2011,2,1,East,3,Syracuse,62,11,Marquette,66
2011,2,1,East,4,Kentucky,71,5,West Virginia,63
2011,2,2,West,1,Duke,73,8,Michigan,71
2011,2,2,West,2,San Diego St,71,7,Temple,64
2011,2,2,West,3,Connecticut,69,6,Cincinnati,58
2011,2,2,West,4,Texas,69,5,Arizona,70
2011,2,3,Southwest,1,Kansas,73,9,Illinois,59
2011,2,3,Southwest,2,Notre Dame,57,10,Florida St,71
2011,2,3,Southwest,3,Purdue,76,11,VCU,94
2011,2,3,Southwest,13,Morehead St,48,12,Richmond,65
2011,2,4,Southeast,1,Pittsburgh,70,8,Butler,71
2011,2,4,Southeast,2,Florida,73,7,UCLA,65
2011,2,4,Southeast,3,BYU,89,11,Gonzaga,67
2011,2,4,Southeast,4,Wisconsin,70,5,Kansas St,65
2011,3,1,East,1,Ohio St,60,4,Kentucky,62
2011,3,1,East,2,North Carolina,81,11,Marquette,63
2011,3,2,West,1,Duke,77,5,Arizona,93
2011,3,2,West,2,San Diego St,67,3,Connecticut,74
2011,3,3,Southwest,1,Kansas,77,12,Richmond,57
2011,3,3,Southwest,10,Florida St,71,11,VCU,72
2011,3,4,Southeast,8,Butler,61,4,Wisconsin,54
2011,3,4,Southeast,2,Florida,83,3,BYU,74
2011,4,1,East,4,Kentucky,76,2,North Carolina,69
2011,4,2,West,5,Arizona,63,3,Connecticut,65
2011,4,3,Southwest,1,Kansas,61,11,VCU,71
2011,4,4,Southeast,8,Butler,74,2,Florida,71
2011,5,1,Final Four,4,Kentucky,55,3,Connecticut,56
2011,5,2,Final Four,11,VCU,62,8,Butler,70
2011,6,1,Championship,3,Connecticut,53,8,Butler,41
2012,1,1,South,1,Kentucky,81,16,Western Kentucky,66
2012,1,1,South,2,Duke,70,15,Lehigh,75
2012,1,1,South,3,Baylor,68,14,South Dakota St,60
2012,1,1,South,4,Indiana,79,13,New Mexico St,66
2012,1,1,South,5,Wichita St,59,12,VCU,62
2012,1,1,South,6,UNLV,64,11,Colorado,68
2012,1,1,South,7,Notre Dame,63,10,Xavier,67
2012,1,1,South,8,Iowa St,77,9,Connecticut,64
2012,1,2,West,1,Michigan St,89,16,Long Island Brooklyn,67
2012,1,2,West,2,Missouri,84,15,Norfolk St,86
2012,1,2,West,3,Marquette,88,14,BYU,68
2012,1,2,West,4,Louisville,69,13,Davidson,62
2012,1,2,West,5,New Mexico,75,12,Long Beach St,68
2012,1,2,West,6,Murray St,58,11,Colorado St,41
2012,1,2,West,7,Florida,71,10,Virginia,45
2012,1,2,West,8,Memphis,54,9,St Louis,61
2012,1,3,East,1,Syracuse,72,16,UNC Asheville,65
2012,1,3,East,2,Ohio St,78,15,Loyola Maryland,59
2012,1,3,East,3,Florida St,86,14,St Bonaventure,63
2012,1,3,East,4,Wisconsin,73,13,Montana,49
2012,1,3,East,5,Vanderbilt,79,12,Harvard,70
2012,1,3,East,6,Cincinnati,65,11,Texas,59
2012,1,3,East,7,Gonzaga,77,10,West Virginia,54
2012,1,3,East,8,Kansas St,70,9,Southern Mississippi,64
2012,1,4,Midwest,1,North Carolina,77,16,Vermont,58
2012,1,4,Midwest,2,Kansas,65,15,Detroit,50
2012,1,4,Midwest,3,Georgetown,74,14,Belmont,59
2012,1,4,Midwest,4,Michigan,60,13,Ohio,65
2012,1,4,Midwest,5,Temple,44,12,South Florida,58
2012,1,4,Midwest,6,San Diego St,65,11,NC State,79
2012,1,4,Midwest,7,St Marys,69,10,Purdue,72
2012,1,4,Midwest,8,Creighton,58,9,Alabama,57
2012,2,1,South,1,Kentucky,87,8,Iowa St,71
2012,2,1,South,15,Lehigh,58,10,Xavier,70
2012,2,1,South,3,Baylor,80,11,Colorado,63
2012,2,1,South,4,Indiana,63,12,VCU,61
2012,2,2,West,1,Michigan St,65,9,St Louis,61
2012,2,2,West,15,Norfolk St,50,7,Florida,84
2012,2,2,West,3,Marquette,62,6,Murray St,53
2012,2,2,West,4,Louisville,59,5,New Mexico,58
2012,2,3,East,1,Syracuse,75,8,Kansas St,59
2012,2,3,East,2,Ohio St,73,7,Gonzaga,66
2012,2,3,East,3,Florida St,56,6,Cincinnati,62
2012,2,3,East,4,Wisconsin,60,5,Vanderbilt,57
2012,2,4,Midwest,1,North Carolina,87,8,Creighton,73
2012,2,4,Midwest,2,Kansas,63,10,Purdue,60
2012,2,4,Midwest,3,Georgetown,63,11,NC State,88
2012,2,4,Midwest,13,Ohio,62,12,South Florida,56
2012,3,1,South,1,Kentucky,102,4,Indiana,90
2012,3,1,South,10,Xavier,70,3,Baylor,75
2012,3,2,West,1,Michigan St,44,4,Louisville,57
2012,3,2,West,7,Florida,68,3,Marquette,58
2012,3,3,East,1,Syracuse,84,4,Wisconsin,83
2012,3,3,East,2,Ohio St,81,6,Cincinnati,66
2012,3,4,Midwest,1,North Carolina,73,13,Ohio,65
2012,3,4,Midwest,2,Kansas,60,11,NC State,57
2012,4,1,South,1,Kentucky,82,3,Baylor,70
2012,4,2,West,4,Louisville,72,7,Florida,68
2012,4,3,East,1,Syracuse,70,2,Ohio St,77
2012,4,4,Midwest,1,North Carolina,67,2,Kansas,80
2012,5,1,Final Four,1,Kentucky,69,4,Louisville,61
2012,5,2,Final Four,2,Ohio St,62,2,Kansas,64
2012,6,1,Championship,1,Kentucky,67,2,Kansas,59
2013,1,1,Midwest,1,Louisville,79,16,North Carolina A&T,48
2013,1,1,Midwest,2,Duke,73,15,Albany,61
2013,1,1,Midwest,3,Michigan St,65,14,Valparaiso,54
2013,1,1,Midwest,4,St Louis,64,13,New Mexico St,44
2013,1,1,Midwest,5,Oklahoma St,55,12,Oregon,68
2013,1,1,Midwest,6,Memphis,54,11,St Marys,52
2013,1,1,Midwest,7,Creighton,67,10,Cincinnati,63
2013,1,1,Midwest,8,Colorado St,84,9,Missouri,72
2013,1,2,West,1,Gonzaga,64,16,Southern,58
2013,1,2,West,2,Ohio St,95,15,Iona,70
2013,1,2,West,3,New Mexico,62,14,Harvard,68
2013,1,2,West,4,Kansas St,61,13,La Salle,63
2013,1,2,West,5,Wisconsin,46,12,Ole Miss,57
2013,1,2,West,6,Arizona,81,11,Belmont,64
2013,1,2,West,7,Notre Dame,58,10,Iowa St,76
2013,1,2,West,8,Pittsburgh,55,9,Wichita St,73
2013,1,3,South,1,Kansas,64,16,Western Kentucky,57
2013,1,3,South,2,Georgetown,68,15,Florida Gulf Coast,78
2013,1,3,South,3,Florida,79,14,Northwestern St,47
2013,1,3,South,4,Michigan,71,13,South Dakota St,56
2013,1,3,South,5,VCU,88,12,Akron,42
2013,1,3,South,6,UCLA,63,11,Minnesota,83
2013,1,3,South,7,San Diego St,70,10,Oklahoma,55
2013,1,3,South,8,North Carolina,78,9,Villanova,71
2013,1,4,East,1,Indiana,83,16,James Madison,62
2013,1,4,East,2,Miami,78,15,Pacific,49
2013,1,4,East,3,Marquette,59,14,Davidson,58
2013,1,4,East,4,Syracuse,81,13,Montana,34
2013,1,4,East,5,UNLV,61,12,California,64
2013,1,4,East,6,Butler,68,11,Bucknell,56
2013,1,4,East,7,Illinois,57,10,Colorado,49
2013,1,4,East,8,NC State,72,9,Temple,76
2013,2,1,Midwest,1,Louisville,82,8,Colorado St,56
2013,2,1,Midwest,2,Duke,66,7,Creighton,50
2013,2,1,Midwest,3,Michigan St,70,6,Memphis,48
2013,2,1,Midwest,4,St Louis,57,12,Oregon,74
2013,2,2,West,1,Gonzaga,70,9,Wichita St,76
2013,2,2,West,2,Ohio St,78,10,Iowa St,75
2013,2,2,West,14,Harvard,51,6,Arizona,74
2013,2,2,West,13,La Salle,76,12,Ole Miss,74
2013,2,3,South,1,Kansas,70,8,North Carolina,58
2013,2,3,South,15,Florida Gulf Coast,81,7,San Diego St,71
2013,2,3,South,3,Florida,78,11,Minnesota,64
2013,2,3,South,4,Michigan,78,5,VCU,53
2013,2,4,East,1,Indiana,58,9,Temple,52
2013,2,4,East,2,Miami,63,7,Illinois,59
2013,2,4,East,3,Marquette,74,6,Butler,72
2013,2,4,East,4,Syracuse,66,12,California,60
2013,3,1,Midwest,1,Louisville,77,12,Oregon,69
2013,3,1,Midwest,2,Duke,71,3,Michigan St,61
2013,3,2,West,9,Wichita St,72,13,La Salle,58
2013,3,2,West,2,Ohio St,73,6,Arizona,70
2013,3,3,South,1,Kansas,85,4,Michigan,87
2013,3,3,South,15,Florida Gulf Coast,50,3,Florida,62
2013,3,4,East,1,Indiana,50,4,Syracuse,61
2013,3,4,East,2,Miami,61,3,Marquette,71
2013,4,1,Midwest,1,Louisville,85,2,Duke,63
2013,4,2,West,9,Wichita St,70,2,Ohio St,66
2013,4,3,South,4,Michigan,79,3,Florida,59
2013,4,4,East,4,Syracuse,55,3,Marquette,39
2013,5,1,Final Four,1,Louisville,72,9,Wichita St,68
2013,5,2,Final Four,4,Michigan,61,4,Syracuse,56
2013,6,1,Championship,1,Louisville,82,4,Michigan,76
2014,1,1,South,1,Florida,67,16,Albany,55
2014,1,1,South,2,Kansas,80,15,Eastern Kentucky,69
2014,1,1,South,3,Syracuse,77,14,Western Michigan,53
2014,1,1,South,4,UCLA,76,13,Tulsa,59
2014,1,1,South,5,VCU,75,12,Stephen F Austin,77
2014,1,1,South,6,Ohio St,59,11,Dayton,60
2014,1,1,South,7,New Mexico,53,10,Stanford,58
2014,1,1,South,8,Colorado,48,9,Pittsburgh,77
2014,1,2,East,1,Virginia,70,16,Coastal Carolina,59
2014,1,2,East,2,Villanova,73,15,Wisconsin Milwaukee,53
2014,1,2,East,3,Iowa St,93,14,North Carolina Central,75
2014,1,2,East,4,Michigan St,93,13,Delaware,78
2014,1,2,East,5,Cincinnati,57,12,Harvard,61
2014,1,2,East,6,North Carolina,79,11,Providence,77
2014,1,2,East,7,Connecticut,89,10,St Josephs,81
2014,1,2,East,8,Memphis,71,9,George Washington,66
2014,1,3,West,1,Arizona,88,16,Weber St,59
2014,1,3,West,2,Wisconsin,75,15,American,35
2014,1,3,West,3,Creighton,76,14,Louisiana Lafayette,66
2014,1,3,West,4,San Diego St,73,13,New Mexico St,69
2014,1,3,West,5,Oklahoma,75,12,North Dakota St,80
2014,1,3,West,6,Baylor,74,11,Nebraska,60
2014,1,3,West,7,Oregon,87,10,BYU,68
2014,1,3,West,8,Gonzaga,85,9,Oklahoma St,77
2014,1,4,Midwest,1,Wichita St,64,16,Cal Poly,37
2014,1,4,Midwest,2,Michigan,57,15,Wofford,40
2014,1,4,Midwest,3,Duke,71,14,Mercer,78
2014,1,4,Midwest,4,Louisville,71,13,Manhattan,64
2014,1,4,Midwest,5,St Louis,83,12,NC State,80
2014,1,4,Midwest,6,Massachusetts,67,11,Tennessee,86
2014,1,4,Midwest,7,Texas,87,10,Arizona St,85
2014,1,4,Midwest,8,Kentucky,56,9,Kansas St,49
2014,2,1,South,1,Florida,61,9,Pittsburgh,45
2014,2,1,South,2,Kansas,57,10,Stanford,60
2014,2,1,South,3,Syracuse,53,11,Dayton,55
2014,2,1,South,4,UCLA,77,12,Stephen F Austin,60
2014,2,2,East,1,Virginia,78,8,Memphis,60
2014,2,2,East,2,Villanova,65,7,Connecticut,77
2014,2,2,East,3,Iowa St,85,6,North Carolina,83
2014,2,2,East,4,Michigan St,80,12,Harvard,73
2014,2,3,West,1,Arizona,84,8,Gonzaga,81
2014,2,3,West,2,Wisconsin,85,7,Oregon,77
2014,2,3,West,3,Creighton,55,6,Baylor,85
2014,2,3,West,4,San Diego St,63,12,North Dakota St,44
2014,2,4,Midwest,1,Wichita St,76,8,Kentucky,78
2014,2,4,Midwest,2,Michigan,79,7,Texas,65
2014,2,4,Midwest,14,Mercer,63,11,Tennessee,83
2014,2,4,Midwest,4,Louisville,66,5,St Louis,51
2014,3,1,South,1,Florida,79,4,UCLA,68
2014,3,1,South,10,Stanford,72,11,Dayton,82
2014,3,2,East,1,Virginia,59,4,Michigan St,61
2014,3,2,East,7,Connecticut,81,3,Iowa St,76
2014,3,3,West,1,Arizona,70,4,San Diego St,64
2014,3,3,West,2,Wisconsin,69,6,Baylor,52
2014,3,4,Midwest,8,Kentucky,74,4,Louisville,69
2014,3,4,Midwest,2,Michigan,73,11,Tennessee,71
2014,4,1,South,1,Florida,62,11,Dayton,52
2014,4,2,East,4,Michigan St,54,7,Connecticut,60
2014,4,3,West,1,Arizona,63,2,Wisconsin,64
2014,4,4,Midwest,8,Kentucky,75,2,Michigan,72
2014,5,1,Final Four,1,Florida,53,7,Connecticut,63
2014,5,2,Final Four,2,Wisconsin,73,8,Kentucky,74
2014,6,1,Championship,7,Connecticut,60,8,Kentucky,54
2015,1,1,Midwest,1,Kentucky,79,16,Hampton,56
2015,1,1,Midwest,2,Kansas,75,15,New Mexico St,56
2015,1,1,Midwest,3,Notre Dame,69,14,Northeastern,65
2015,1,1,Midwest,4,Maryland,65,13,Valparaiso,62
2015,1,1,Midwest,5,West Virginia,68,12,Buffalo,62
2015,1,1,Midwest,6,Butler,56,11,Texas,48
2015,1,1,Midwest,7,Wichita St,81,10,Indiana,76
2015,1,1,Midwest,8,Cincinnati,66,9,Purdue,65
2015,1,2,West,1,Wisconsin,86,16,Coastal Carolina,72
2015,1,2,West,2,Arizona,93,15,Texas Southern,72
2015,1,2,West,3,Baylor,56,14,Georgia St,57
2015,1,2,West,4,North Carolina,67,13,Harvard,65
2015,1,2,West,5,Arkansas,56,12,Wofford,53
2015,1,2,West,6,Xavier,76,11,Ole Miss,57
2015,1,2,West,7,VCU,72,10,Ohio St,75
2015,1,2,West,8,Oregon,79,9,Oklahoma St,73
2015,1,3,East,1,Villanova,93,16,Lafayette,52
2015,1,3,East,2,Virginia,79,15,Belmont,67
2015,1,3,East,3,Oklahoma,69,14,Albany,60
2015,1,3,East,4,Louisville,57,13,Cal Irvine,55
2015,1,3,East,5,Northern Iowa,71,12,Wyoming,54
2015,1,3,East,6,Providence,53,11,Dayton,66
2015,1,3,East,7,Michigan St,70,10,Georgia,63
2015,1,3,East,8,NC State,66,9,LSU,65
2015,1,4,South,1,Duke,85,16,Robert Morris,56
2015,1,4,South,2,Gonzaga,86,15,North Dakota St,76
2015,1,4,South,3,Iowa St,59,14,UAB,60
2015,1,4,South,4,Georgetown,84,13,Eastern Washington,74
2015,1,4,South,5,Utah,57,12,Stephen F Austin,50
2015,1,4,South,6,SMU,59,11,UCLA,60
2015,1,4,South,7,Iowa,83,10,Davidson,52
2015,1,4,South,8,San Diego St,76,9,St Johns,64
2015,2,1,Midwest,1,Kentucky,64,8,Cincinnati,51
2015,2,1,Midwest,2,Kansas,65,7,Wichita St,78
2015,2,1,Midwest,3,Notre Dame,67,6,Butler,64
2015,2,1,Midwest,4,Maryland,59,5,West Virginia,69
2015,2,2,West,1,Wisconsin,72,8,Oregon,65
2015,2,2,West,2,Arizona,73,10,Ohio St,58
2015,2,2,West,14,Georgia St,67,6,Xavier,75
2015,2,2,West,4,North Carolina,87,5,Arkansas,78
2015,2,3,East,1,Villanova,68,8,NC State,71
2015,2,3,East,2,Virginia,54,7,Michigan St,60
2015,2,3,East,3,Oklahoma,72,11,Dayton,66
2015,2,3,East,4,Louisville,66,5,Northern Iowa,53
2015,2,4,South,1,Duke,68,8,San Diego St,49
2015,2,4,South,2,Gonzaga,87,7,Iowa,68
2015,2,4,South,14,UAB,75,11,UCLA,92
2015,2,4,South,4,Georgetown,64,5,Utah,75
2015,3,1,Midwest,1,Kentucky,78,5,West Virginia,39
2015,3,1,Midwest,7,Wichita St,70,3,Notre Dame,81
2015,3,2,West,1,Wisconsin,79,4,North Carolina,72
2015,3,2,West,2,Arizona,68,6,Xavier,60
2015,3,3,East,8,NC State,65,4,Louisville,75
2015,3,3,East,7,Michigan St,62,3,Oklahoma,58
2015,3,4,South,1,Duke,63,5,Utah,57
2015,3,4,South,2,Gonzaga,74,11,UCLA,62
2015,4,1,Midwest,1,Kentucky,68,3,Notre Dame,66
2015,4,2,West,1,Wisconsin,85,2,Arizona,78
2015,4,3,East,4,Louisville,70,7,Michigan St,76
2015,4,4,South,1,Duke,66,2,Gonzaga,52
2015,5,1,Final Four,1,Kentucky,64,1,Wisconsin,71
2015,5,2,Final Four,7,Michigan St,61,1,Duke,81
2015,6,1,Championship,1,Wisconsin,63,1,Duke,68
2016,1,1,South,1,Kansas,105,16,Austin Peay,79
2016,1,1,South,2,Villanova,86,15,UNC Asheville,56
2016,1,1,South,3,Miami,79,14,Buffalo,72
2016,1,1,South,4,California,66,13,Hawaii,77
2016,1,1,South,5,Maryland,79,12,South Dakota St,74
2016,1,1,South,6,Arizona,55,11,Wichita St,65
2016,1,1,South,7,Iowa,72,10,Temple,70
2016,1,1,South,8,Colorado,67,9,Connecticut,74
2016,1,2,West,1,Oregon,91,16,Holy Cross,52
2016,1,2,West,2,Oklahoma,82,15,Cal St Bakersfield,68
2016,1,2,West,3,Texas A&M,92,14,Wisconsin Green Bay,65
2016,1,2,West,4,Duke,93,13,UNC Wilmington,85
2016,1,2,West,5,Baylor,75,12,Yale,79
2016,1,2,West,6,Texas,72,11,Northern Iowa,75
2016,1,2,West,7,Oregon St,67,10,VCU,75
2016,1,2,West,8,St Josephs,78,9,Cincinnati,76
2016,1,3,East,1,North Carolina,83,16,Florida Gulf Coast,67
2016,1,3,East,2,Xavier,71,15,Weber St,53
2016,1,3,East,3,West Virginia,56,14,Stephen F Austin,70
2016,1,3,East,4,Kentucky,85,13,Stony Brook,57
2016,1,3,East,5,Indiana,99,12,Chattanooga,74
2016,1,3,East,6,Notre Dame,70,11,Michigan,63
2016,1,3,East,7,Wisconsin,47,10,Pittsburgh,43
2016,1,3,East,8,USC,69,9,Providence,70
2016,1,4,Midwest,1,Virginia,81,16,Hampton,45
2016,1,4,Midwest,2,Michigan St,81,15,Middle Tennessee St,90
2016,1,4,Midwest,3,Utah,80,14,Fresno St,69
2016,1,4,Midwest,4,Iowa St,94,13,Iona,81
2016,1,4,Midwest,5,Purdue,83,12,Arkansas Little Rock,85
2016,1,4,Midwest,6,Seton Hall,52,11,Gonzaga,68
2016,1,4,Midwest,7,Dayton,51,10,Syracuse,70
